 TIME  	KGperHR                  
4371.20	0.00000
4371.25	0.00000
4371.30	0.00000
4371.35	0.00000
4371.40	0.00000
4371.45	0.00000
4371.50	0.00000
4371.55	0.00000
4371.60	0.00000
4371.65	0.00000
4371.70	0.00000
4371.75	0.00000
4371.80	0.00000
4371.85	0.00000
4371.90	0.00000
4371.95	0.00000
4372.00	0.00000
4372.05	0.00000
4372.10	0.00000
4372.15	0.00000
4372.20	0.00000
4372.25	0.00000
4372.30	0.00000
4372.35	0.00000
4372.40	0.00000
4372.45	0.00000
4372.50	0.00000
4372.55	0.00000
4372.60	0.00000
4372.65	0.00000
4372.70	0.00000
4372.75	0.00000
4372.80	0.00000
4372.85	0.00000
4372.90	0.00000
4372.95	0.00000
4373.00	0.00000
4373.05	0.00000
4373.10	0.00000
4373.15	0.00000
4373.20	0.00000
4373.25	0.00000
4373.30	0.00000
4373.35	0.00000
4373.40	0.00000
4373.45	0.00000
4373.50	0.00000
4373.55	0.00000
4373.60	0.00000
4373.65	0.00000
4373.70	0.00000
4373.75	0.00000
4373.80	0.00000
4373.85	0.00000
4373.90	0.00000
4373.95	0.00000
4374.00	0.00000
4374.05	0.00000
4374.10	0.00000
4374.15	0.00000
4374.20	0.00000
4374.25	0.00000
4374.30	0.00000
4374.35	0.00000
4374.40	0.00000
4374.45	0.00000
4374.50	0.00000
4374.55	0.00000
4374.60	0.00000
4374.65	0.00000
4374.70	0.00000
4374.75	0.00000
4374.80	0.00000
4374.85	0.00000
4374.90	0.00000
4374.95	0.00000
4375.00	0.00000
4375.05	0.00000
4375.10	0.00000
4375.15	0.00000
4375.20	0.00000
4375.25	0.00000
4375.30	0.00000
4375.35	0.00000
4375.40	0.00000
4375.45	0.00000
4375.50	0.00000
4375.55	0.00000
4375.60	0.00000
4375.65	0.00000
4375.70	0.00000
4375.75	0.00000
4375.80	0.00000
4375.85	0.00000
4375.90	0.00000
4375.95	0.00000
4376.00	0.00000
4376.05	0.00000
4376.10	0.00000
4376.15	0.00000
4376.20	0.00000
4376.25	0.00000
4376.30	0.00000
4376.35	0.00000
4376.40	0.00000
4376.45	0.00000
4376.50	0.00000
4376.55	0.00000
4376.60	0.00000
4376.65	0.00000
4376.70	0.00000
4376.75	0.00000
4376.80	0.00000
4376.85	0.00000
4376.90	0.00000
4376.95	0.00000
4377.00	0.00000
4377.05	0.00000
4377.10	0.00000
4377.15	0.00000
4377.20	0.00000
4377.25	0.00000
4377.30	0.00000
4377.35	0.00000
4377.40	0.00000
4377.45	0.00000
4377.50	0.00000
4377.55	0.00000
4377.60	0.00000
4377.65	0.00000
4377.70	0.00000
4377.75	0.00000
4377.80	0.00000
4377.85	0.00000
4377.90	0.00000
4377.95	0.00000
4378.00	0.00000
4378.05	0.00000
4378.10	0.00000
4378.15	0.00000
4378.20	0.00000
4378.25	0.00000
4378.30	0.00000
4378.35	0.00000
4378.40	0.00000
4378.45	0.00000
4378.50	0.00000
4378.55	0.00000
4378.60	0.00000
4378.65	0.00000
4378.70	0.00000
4378.75	0.00000
4378.80	0.00000
4378.85	0.00000
4378.90	0.00000
4378.95	0.00000
4379.00	0.00000
4379.05	0.00000
4379.10	0.00000
4379.15	0.00000
4379.20	0.00000
4379.25	0.00000
4379.30	0.00000
4379.35	0.00000
4379.40	0.00000
4379.45	0.00000
4379.50	0.00000
4379.55	0.00000
4379.60	0.00000
4379.65	0.00000
4379.70	0.00000
4379.75	0.00000
4379.80	0.00000
4379.85	0.00000
4379.90	0.00000
4379.95	0.00000
4380.00	0.00000
4380.05	0.00000
4380.10	0.00000
4380.15	0.00000
4380.20	0.00000
4380.25	0.00000
4380.30	0.00000
4380.35	0.00000
4380.40	0.00000
4380.45	0.00000
4380.50	0.00000
4380.55	0.00000
4380.60	0.00000
4380.65	0.00000
4380.70	0.00000
4380.75	0.00000
4380.80	0.00000
4380.85	0.00000
4380.90	0.00000
4380.95	0.00000
4381.00	0.00000
4381.05	0.00000
4381.10	0.00000
4381.15	0.00000
4381.20	0.00000
4381.25	0.00000
4381.30	0.00000
4381.35	0.00000
4381.40	0.00000
4381.45	0.00000
4381.50	0.00000
4381.55	0.00000
4381.60	0.00000
4381.65	0.00000
4381.70	0.00000
4381.75	0.00000
4381.80	0.00000
4381.85	0.00000
4381.90	0.00000
4381.95	0.00000
4382.00	0.00000
4382.05	0.00000
4382.10	0.00000
4382.15	0.00000
4382.20	0.00000
4382.25	0.00000
4382.30	0.00000
4382.35	0.00000
4382.40	0.00000
4382.45	0.00000
4382.50	0.00000
4382.55	0.00000
4382.60	0.00000
4382.65	0.00000
4382.70	0.00000
4382.75	0.00000
4382.80	0.00000
4382.85	0.00000
4382.90	0.00000
4382.95	0.00000
4383.00	0.00000
4383.05	0.00000
4383.10	0.00000
4383.15	0.00000
4383.20	0.00000
4383.25	0.00000
4383.30	0.00000
4383.35	0.00000
4383.40	0.00000
4383.45	0.00000
4383.50	0.00000
4383.55	0.00000
4383.60	0.00000
4383.65	0.00000
4383.70	0.00000
4383.75	0.00000
4383.80	0.00000
4383.85	0.00000
4383.90	0.00000
4383.95	0.00000
4384.00	0.00000
4384.05	0.00000
4384.10	0.00000
4384.15	0.00000
4384.20	0.00000
4384.25	0.00000
4384.30	0.00000
4384.35	0.00000
4384.40	0.00000
4384.45	0.00000
4384.50	0.00000
4384.55	0.00000
4384.60	0.00000
4384.65	0.00000
4384.70	0.00000
4384.75	0.00000
4384.80	0.00000
4384.85	0.00000
4384.90	0.00000
4384.95	0.00000
4385.00	0.00000
4385.05	0.00000
4385.10	0.00000
4385.15	0.00000
4385.20	0.00000
4385.25	0.00000
4385.30	0.00000
4385.35	0.00000
4385.40	0.00000
4385.45	0.00000
4385.50	0.00000
4385.55	0.00000
4385.60	0.00000
4385.65	0.00000
4385.70	0.00000
4385.75	0.00000
4385.80	0.00000
4385.85	0.00000
4385.90	0.00000
4385.95	0.00000
4386.00	0.00000
4386.05	0.00000
4386.10	0.00000
4386.15	0.00000
4386.20	0.00000
4386.25	0.00000
4386.30	0.00000
4386.35	0.00000
4386.40	0.00000
4386.45	0.00000
4386.50	0.00000
4386.55	0.00000
4386.60	0.00000
4386.65	0.00000
4386.70	0.00000
4386.75	0.00000
4386.80	0.00000
4386.85	0.00000
4386.90	0.00000
4386.95	0.00000
4387.00	0.00000
4387.05	0.00000
4387.10	0.00000
4387.15	0.00000
4387.20	0.00000
4387.25	0.00000
4387.30	0.00000
4387.35	0.00000
4387.40	0.00000
4387.45	0.00000
4387.50	0.00000
4387.55	0.00000
4387.60	0.00000
4387.65	0.00000
4387.70	0.00000
4387.75	0.00000
4387.80	0.00000
4387.85	0.00000
4387.90	0.00000
4387.95	0.00000
4388.00	0.00000
4388.05	0.00000
4388.10	0.00000
4388.15	0.00000
4388.20	0.00000
4388.25	0.00000
4388.30	0.00000
4388.35	0.00000
4388.40	0.00000
4388.45	0.00000
4388.50	0.00000
4388.55	0.00000
4388.60	0.00000
4388.65	0.00000
4388.70	0.00000
4388.75	0.00000
4388.80	0.00000
4388.85	0.00000
4388.90	0.00000
4388.95	0.00000
4389.00	0.00000
4389.05	0.00000
4389.10	0.00000
4389.15	0.00000
4389.20	0.00000
4389.25	0.00000
4389.30	0.00000
4389.35	0.00000
4389.40	0.00000
4389.45	0.00000
4389.50	0.00000
4389.55	0.00000
4389.60	0.00000
4389.65	0.00000
4389.70	0.00000
4389.75	0.00000
4389.80	0.00000
4389.85	0.00000
4389.90	0.00000
4389.95	0.00000
4390.00	0.00000
4390.05	0.00000
4390.10	0.00000
4390.15	0.00000
4390.20	0.00000
4390.25	0.00000
4390.30	0.00000
4390.35	0.00000
4390.40	0.00000
4390.45	0.00000
4390.50	0.00000
4390.55	0.00000
4390.60	0.00000
4390.65	0.00000
4390.70	0.00000
4390.75	0.00000
4390.80	0.00000
4390.85	0.00000
4390.90	0.00000
4390.95	0.00000
4391.00	0.00000
4391.05	0.00000
4391.10	0.00000
4391.15	0.00000
4391.20	0.00000
4391.25	0.00000
4391.30	0.00000
4391.35	0.00000
4391.40	0.00000
4391.45	0.00000
4391.50	0.00000
4391.55	0.00000
4391.60	0.00000
4391.65	0.00000
4391.70	0.00000
4391.75	0.00000
4391.80	0.00000
4391.85	0.00000
4391.90	0.00000
4391.95	0.00000
4392.00	0.00000
4392.05	0.00000
4392.10	0.00000
4392.15	0.00000
4392.20	0.00000
4392.25	0.00000
4392.30	0.00000
4392.35	0.00000
4392.40	0.00000
4392.45	0.00000
4392.50	0.00000
4392.55	0.00000
4392.60	0.00000
4392.65	0.00000
4392.70	0.00000
4392.75	0.00000
4392.80	0.00000
4392.85	0.00000
4392.90	0.00000
4392.95	0.00000
4393.00	0.00000
4393.05	0.00000
4393.10	0.00000
4393.15	0.00000
4393.20	0.00000
4393.25	0.00000
4393.30	0.00000
4393.35	0.00000
4393.40	0.00000
4393.45	0.00000
4393.50	0.00000
4393.55	0.00000
4393.60	0.00000
4393.65	0.00000
4393.70	0.00000
4393.75	0.00000
4393.80	0.00000
4393.85	0.00000
4393.90	0.00000
4393.95	0.00000
4394.00	0.00000
4394.05	0.00000
4394.10	0.00000
4394.15	0.00000
4394.20	0.00000
4394.25	0.00000
4394.30	0.00000
4394.35	0.00000
4394.40	0.00000
4394.45	0.00000
4394.50	0.00000
4394.55	0.00000
4394.60	0.00000
4394.65	0.00000
4394.70	0.00000
4394.75	0.00000
4394.80	0.00000
4394.85	0.00000
4394.90	0.00000
4394.95	0.00000
4395.00	0.00000
4395.05	0.00000
4395.10	0.00000
4395.15	0.00000
4395.20	0.00000
4395.25	0.00000
4395.30	0.00000
4395.35	0.00000
4395.40	0.00000
4395.45	0.00000
4395.50	0.00000
4395.55	0.00000
4395.60	0.00000
4395.65	0.00000
4395.70	0.00000
4395.75	0.00000
4395.80	0.00000
4395.85	0.00000
4395.90	0.00000
4395.95	0.00000
4396.00	0.00000
4396.05	0.00000
4396.10	0.00000
4396.15	0.00000
4396.20	0.00000
4396.25	0.00000
4396.30	0.00000
4396.35	0.00000
4396.40	0.00000
4396.45	0.00000
4396.50	0.00000
4396.55	0.00000
4396.60	0.00000
4396.65	0.00000
4396.70	0.00000
4396.75	0.00000
4396.80	0.00000
4396.85	0.00000
4396.90	0.00000
4396.95	0.00000
4397.00	0.00000
4397.05	0.00000
4397.10	0.00000
4397.15	0.00000
4397.20	0.00000
4397.25	0.00000
4397.30	0.00000
4397.35	0.00000
4397.40	0.00000
4397.45	0.00000
4397.50	0.00000
4397.55	0.00000
4397.60	0.00000
4397.65	0.00000
4397.70	0.00000
4397.75	0.00000
4397.80	0.00000
4397.85	0.00000
4397.90	0.00000
4397.95	0.00000
4398.00	0.00000
4398.05	0.00000
4398.10	0.00000
4398.15	0.00000
4398.20	0.00000
4398.25	0.00000
4398.30	0.00000
4398.35	0.00000
4398.40	0.00000
4398.45	0.00000
4398.50	0.00000
4398.55	0.00000
4398.60	0.00000
4398.65	0.00000
4398.70	0.00000
4398.75	0.00000
4398.80	0.00000
4398.85	0.00000
4398.90	0.00000
4398.95	0.00000
4399.00	0.00000
4399.05	0.00000
4399.10	0.00000
4399.15	0.00000
4399.20	0.00000
4399.25	0.00000
4399.30	0.00000
4399.35	0.00000
4399.40	0.00000
4399.45	0.00000
4399.50	0.00000
4399.55	0.00000
4399.60	0.00000
4399.65	0.00000
4399.70	0.00000
4399.75	0.00000
4399.80	0.00000
4399.85	0.00000
4399.90	0.00000
4399.95	0.00000
4400.00	0.00000
4400.05	0.00000
4400.10	0.00000
4400.15	0.00000
4400.20	0.00000
4400.25	0.00000
4400.30	0.00000
4400.35	0.00000
4400.40	0.00000
4400.45	0.00000
4400.50	0.00000
4400.55	0.00000
4400.60	0.00000
4400.65	0.00000
4400.70	0.00000
4400.75	0.00000
4400.80	0.00000
4400.85	0.00000
4400.90	0.00000
4400.95	0.00000
4401.00	0.00000
4401.05	0.00000
4401.10	0.00000
4401.15	0.00000
4401.20	0.00000
4401.25	0.00000
4401.30	0.00000
4401.35	0.00000
4401.40	0.00000
4401.45	0.00000
4401.50	0.00000
4401.55	0.00000
4401.60	0.00000
4401.65	0.00000
4401.70	0.00000
4401.75	0.00000
4401.80	0.00000
4401.85	0.00000
4401.90	0.00000
4401.95	0.00000
4402.00	0.00000
4402.05	0.00000
4402.10	0.00000
4402.15	0.00000
4402.20	0.00000
4402.25	0.00000
4402.30	0.00000
4402.35	0.00000
4402.40	0.00000
4402.45	0.00000
4402.50	0.00000
4402.55	0.00000
4402.60	0.00000
4402.65	0.00000
4402.70	0.00000
4402.75	0.00000
4402.80	0.00000
4402.85	0.00000
4402.90	0.00000
4402.95	0.00000
4403.00	0.00000
4403.05	0.00000
4403.10	0.00000
4403.15	0.00000
4403.20	0.00000
4403.25	0.00000
4403.30	0.00000
4403.35	0.00000
4403.40	0.00000
4403.45	0.00000
4403.50	0.00000
4403.55	0.00000
4403.60	0.00000
4403.65	0.00000
4403.70	0.00000
4403.75	0.00000
4403.80	0.00000
4403.85	0.00000
4403.90	0.00000
4403.95	0.00000
4404.00	0.00000
4404.05	0.00000
4404.10	0.00000
4404.15	0.00000
4404.20	0.00000
4404.25	0.00000
4404.30	0.00000
4404.35	0.00000
4404.40	0.00000
4404.45	0.00000
4404.50	0.00000
4404.55	0.00000
4404.60	0.00000
4404.65	0.00000
4404.70	0.00000
4404.75	0.00000
4404.80	0.00000
4404.85	0.00000
4404.90	0.00000
4404.95	0.00000
4405.00	0.00000
4405.05	0.00000
4405.10	0.00000
4405.15	0.00000
4405.20	0.00000
4405.25	0.00000
4405.30	0.00000
4405.35	0.00000
4405.40	0.00000
4405.45	0.00000
4405.50	0.00000
4405.55	0.00000
4405.60	0.00000
4405.65	0.00000
4405.70	0.00000
4405.75	0.00000
4405.80	0.00000
4405.85	0.00000
4405.90	0.00000
4405.95	0.00000
4406.00	0.00000
4406.05	0.00000
4406.10	0.00000
4406.15	0.00000
4406.20	0.00000
4406.25	0.00000
4406.30	0.00000
4406.35	0.00000
4406.40	0.00000
4406.45	0.00000
4406.50	0.00000
4406.55	0.00000
4406.60	0.00000
4406.65	0.00000
4406.70	0.00000
4406.75	0.00000
4406.80	0.00000
4406.85	0.00000
4406.90	0.00000
4406.95	0.00000
4407.00	0.00000
4407.05	0.00000
4407.10	0.00000
4407.15	0.00000
4407.20	0.00000
4407.25	0.00000
4407.30	0.00000
4407.35	0.00000
4407.40	0.00000
4407.45	0.00000
4407.50	0.00000
4407.55	0.00000
4407.60	0.00000
4407.65	0.00000
4407.70	0.00000
4407.75	0.00000
4407.80	0.00000
4407.85	0.00000
4407.90	0.00000
4407.95	0.00000
4408.00	0.00000
4408.05	0.00000
4408.10	0.00000
4408.15	0.00000
4408.20	0.00000
4408.25	0.00000
4408.30	0.00000
4408.35	0.00000
4408.40	0.00000
4408.45	0.00000
4408.50	0.00000
4408.55	0.00000
4408.60	0.00000
4408.65	0.00000
4408.70	0.00000
4408.75	0.00000
4408.80	0.00000
4408.85	0.00000
4408.90	0.00000
4408.95	0.00000
4409.00	0.00000
4409.05	0.00000
4409.10	0.00000
4409.15	0.00000
4409.20	0.00000
4409.25	0.00000
4409.30	0.00000
4409.35	0.00000
4409.40	0.00000
4409.45	0.00000
4409.50	0.00000
4409.55	0.00000
4409.60	0.00000
4409.65	0.00000
4409.70	0.00000
4409.75	0.00000
4409.80	0.00000
4409.85	0.00000
4409.90	0.00000
4409.95	0.00000
4410.00	0.00000
4410.05	0.00000
4410.10	0.00000
4410.15	0.00000
4410.20	0.00000
4410.25	0.00000
4410.30	0.00000
4410.35	0.00000
4410.40	0.00000
4410.45	0.00000
4410.50	0.00000
4410.55	0.00000
4410.60	0.00000
4410.65	0.00000
4410.70	0.00000
4410.75	0.00000
4410.80	0.00000
4410.85	0.00000
4410.90	0.00000
4410.95	0.00000
4411.00	0.00000
4411.05	0.00000
4411.10	0.00000
4411.15	0.00000
4411.20	0.00000
4411.25	0.00000
4411.30	0.00000
4411.35	0.00000
4411.40	0.00000
4411.45	0.00000
4411.50	0.00000
4411.55	0.00000
4411.60	0.00000
4411.65	0.00000
4411.70	0.00000
4411.75	0.00000
4411.80	0.00000
4411.85	0.00000
4411.90	0.00000
4411.95	0.00000
4412.00	0.00000
4412.05	0.00000
4412.10	0.00000
4412.15	0.00000
4412.20	0.00000
4412.25	0.00000
4412.30	0.00000
4412.35	0.00000
4412.40	0.00000
4412.45	0.00000
4412.50	0.00000
4412.55	0.00000
4412.60	0.00000
4412.65	0.00000
4412.70	0.00000
4412.75	0.00000
4412.80	0.00000
4412.85	0.00000
4412.90	0.00000
4412.95	0.00000
4413.00	0.00000
4413.05	0.00000
4413.10	0.00000
4413.15	0.00000
4413.20	0.00000
4413.25	0.00000
4413.30	0.00000
4413.35	0.00000
4413.40	0.00000
4413.45	0.00000
4413.50	0.00000
4413.55	0.00000
4413.60	0.00000
4413.65	0.00000
4413.70	0.00000
4413.75	0.00000
4413.80	0.00000
